Source ID,Date,Time (UTC),Affiliation,SNAP deduced,SNAP certain,NFR code,Latitude,Longitude,Wind dir.,Wind (m/s),Met. Location,Source type,Sampling method,Location,City,Region,Country,Continent,Campaign,Sample Receptacle,Field comment,Measurement type,Measurement lab,n d13C,Source d13C VPDB [‰],+-,r2 d13C,x(CH4) excess d13C [ppb],+-,n dD,Source dD SMOW [‰],+-,r2 dD,x(CH4) excess dD [ppb],+-,Regression method
ESR9_154,06/12/2019,16:49,RHUL,Fossil fuel,Fossil fuel,1B2,52.76716700,0.88327800,N,1.3,EGSH,Natural Gas - leak,"Mobile inlet, car",Brisley gas valve compound - Harpers Lane,North Elmham,Norfolk,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,4,-35.72,0.0321,0.9898,319.9158012,0.000511884,,,,,,,BSCE Bisector
RHUL_UTC4_1,07/12/2018,16;26-16:32,RHUL,Fossil Fuel,Fossil fuel,1B2b4,53.65795,-0.11798,SW,7.1,Kingston-upon-Hull,North Sea Gas Terminal,"Mobile inlet, LGR, on foot","Coast footpath, downwind plume",Easington,NE England,United Kingdom,Europe,RHUL_NGT,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,6,-36.1,0.18,1,4373,0.00163,,,,,,,BSCE Bisector
ESR7_75,23/09/2019,13:49:09,RHUL,Fossil fuel,Fossil fuel,1B,52.58069,-1.91304,SW,nan,nan,Natural Gas - leak,"Urban road, mobile inlet",Birmingham,Northampton,North of England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.1,0.0009,1,619.06731,0.0008,,,,,,,BSCE Bisector
ESR9_62,22/06/2018,16:10,RHUL,Fossil fuel,Fossil fuel,1B,51.45524700,-0.68022700,W,2.68,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Windfield lane,Staines,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.22,0.0002,1,1165,0,,,,,,,BSCE Bisector
ESR9_99,28/11/2018,12:07,RHUL,Fossil fuel,Fossil fuel,1B,51.46404450,-0.33116117,SW,7.15,nan,Natural Gas - leak,"Urban road, mobile inlet",Chestnut Grove & Twickenham Rd,Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.22,0.0067,1,271,0,,,,,,,BSCE Bisector
ESR9_139,08/08/2019,10:48,RHUL,Fossil fuel,Fossil fuel,1B,51.53118820,0.08132730,SW,4.5,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Gascoigne Road & Coverdales,Barking Dagenham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.23,0.0216,1,186.3113443,0.278978601,,,,,,,BSCE Bisector
ESR8_95,05/12/2018,12:23:00,UU,Fossil fuel,Unknown,1B2,50.85230300,6.06963400,nan,nan,nan,City streets,"Mobile inlet, car",Theresiastraat,Kerkrade,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,4,-36.23,0.2926,0.972447036,185.82,3.82,,,,,,,ODR
ESR9_78,07/11/2018,12:10,RHUL,Fossil fuel,Fossil fuel,1B,51.42180930,-0.57984570,SSW,9.39,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Blays Lane and Wick Lane,Egham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.42,0.0321,1,195,1,,,,,,,BSCE Bisector
ESR9_147,23/10/2019,14:24,RHUL,Fossil fuel,Fossil fuel,1B,51.51467240,0.07119760,E,18,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Royal Docks,Newham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.49,0.0017,1,673.6350539,1.111342907,,,,,,,BSCE Bisector
ESR9_93,21/11/2018,15:12,RHUL,Fossil fuel,Fossil fuel,1B,51.53609027,0.14372006,SE,nan,nan,Natural Gas - leak,"Urban road, mobile inlet",Arnold Road & Downing road,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.63,0.1717,1,144,1,,,,,,,BSCE Bisector
ESR7_8,25/09/2018,14:56:52,RHUL/RUG,Fossil fuel,Fossil fuel,1B2,53.15106,6.87405,SW,nan,nan,Gas Well,"Mobile inlet, car",Dutch Gas Production,Muntendam,Muntendam,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.71,0.00066,1,375.91433,0.00037,,,,,,,BSCE Bisector
ESR9_135,03/07/2019,16:33,RHUL,Fossil fuel,Fossil fuel,1B,51.47607260,-0.35067570,ENE,3.5,EGLL,Natural Gas - leak,"Urban road, mobile inlet","Spring Grove Road, Gas Leak",Heathrow_Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-36.88,0.0047,1,561.9677062,13.30169389,,,,,,,BSCE Bisector
ESR9_142,22/10/2019,14:40,RHUL,Fossil fuel,Fossil fuel,1B,51.50006300,-0.02571100,WSW,3.1,EGLC,Natural Gas - leak,"Urban road, mobile inlet",West Ferry Road (Isle of dogs),Hackney TowerHamlets,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.05,0.1477,1,121.9985798,0.72884662,,,,,,,BSCE Bisector
ESR9_134,06/06/2019,14:30,RHUL,Fossil fuel,Fossil fuel,1B,51.44017291,0.17965252,SSW,6.3,EGLC,Natural Gas - leak,"Urban road, mobile inlet","Rochester Way, Flucuating",Bexely,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.09,0.0004,1,977.938808,0.745737524,,,,,,,BSCE Bisector
ESR9_60,22/06/2018,12:03,RHUL,Fossil fuel,Fossil fuel,1B,51.43516490,-0.53393050,WNW,2.68,EGLL,Natural Gas - leak,"Urban road, mobile inlet",The Causeway road,Staines,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.11,0.0003,1,494,0,,,,,,,BSCE Bisector
ESR9_53,27/03/2019,11:18,RHUL,Fossil fuel,Fossil fuel,1B,51.64670000,-4.01220000,W,5.36,EGFF,Natural Gas - leak,"Urban residential road, mobile inlet",Titanium Road,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,NG Infrastructure_ Gas Govenor,IRMS,RHUL,2,-37.11,0.0005,1,3676,1,,,,,,,BSCE Bisector
ESR9_140,22/10/2019,11:30,RHUL,Fossil fuel,Fossil fuel,1B,51.54591749,-0.08740087,WSW,3.1,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Essex Road,Hackney TowerHamlets,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.19,0.0090,1,307.9477564,5.723,,,,,,,BSCE Bisector
ESR9_95,26/11/2018,14:09,RHUL,Fossil fuel,Fossil fuel,1B,51.49705000,-0.17920000,N,2.68,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Queens Gate Rd,Hammersmith Kensington,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-37.28,0.0294,1,309,1,,,,,,,BSCE Bisector
ESR9_128,28/03/2019,14:51,RHUL,Fossil Fuel,Fossil fuel,1A3,51.47310770,-0.12181050,SE,2.24,EGLL,Railway-intercity,"Urban road, mobile inlet",S Lambeth road (underground vent),Lambeth,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Near subway ventilation,IRMS,RHUL,2,-37.41,0.0167,1,258,1,,,,,,,BSCE Bisector
ESR9_127,28/03/2019,11:08,RHUL,Fossil fuel,Fossil fuel,1B,51.41096090,-0.08743970,S,1.34,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Beulah Hill,Lambeth,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.56,0.0006,1,1986,1,,,,,,,BSCE Bisector
ESR9_84,21/11/2018,12:39,RHUL,Fossil fuel,Fossil fuel,1B,51.54165610,0.29864260,SE,nan,nan,Natural Gas - leak,"Urban road, mobile inlet",North Ockendon,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.72,0.3446,1,86,0,,,,,,,BSCE Bisector
ESR9_10,12/02/2018,10:41,RHUL,Fossil fuel,Fossil fuel,1B,52.59687540,4.75096717,WNW,5.618697714,iPhone,Natural Gas - leak,"Mobile inlet, car",Alkmaar S gas plant,Alkmaar,North Holland,The Netherlands,Europe,MEMO2 2018 winter school,SKC Flexfoil bags,very sunny,IRMS,RHUL,3,-37.79,0.1243,0.683,18.390294,0.547631,,,,,,,BSCE Bisector
ESR9_103,28/11/2018,15:14,RHUL,Fossil fuel,Fossil fuel,1B,51.44831367,-0.35350600,SW,8.05,nan,Natural Gas - leak,"Urban road, mobile inlet",Chertsey Rd & Meadway,Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.82,0.0008,1,2287,0,,,,,,,BSCE Bisector
ESR9_155,06/12/2019,17:57,RHUL,Fossil fuel,Fossil fuel,1B2,52.85616700,1.45977800,NNW,3.1,EGSH,Natural Gas - leak,"Mobile inlet, car",National Grid Bacton Gas Terminal,Bacton,Norfolk,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,6,-37.90,0.0638,0.9947,5203.567339,0.000742813,,,,,,,BSCE Bisector
ESR7_53,18/03/2019,15:54:29,RHUL,Fossil fuel,Fossil fuel,1B,53.43714,-1.19503,WNW,7.8,nan,Natural Gas - leak ,"Urban road, mobile inlet",Fish Pond Ln,Maltby,North of England,United Kingdom,Europe,North Notts Gas,SKC Flexfoil bags,nan,IRMS,RHUL,2,-37.95,0.27,1,114.79912,0.0008,,,,,,,BSCE Bisector
ESR9_96,26/11/2018,14:12,RHUL,Fossil fuel,Fossil fuel,1B,51.49621000,-0.17907000,N,2.68,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Queens Gate Rd,Hammersmith Kensington,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-38.06,0.0006,1,154,0,,,,,,,BSCE Bisector
ESR9_97,28/11/2018,11:41,RHUL,Fossil fuel,Fossil fuel,1B,51.46606217,-0.34603600,SW,7.15,nan,Natural Gas - leak,"Urban road, mobile inlet",Worton rd & Farnell rd,Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-38.06,0.0006,1,607,0,,,,,,,BSCE Bisector
ESR9_80,07/11/2018,15:03,RHUL,Fossil fuel,Fossil fuel,1B,51.42648220,-0.54764670,S,5.81,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Braywood Avenue,Egham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-38.14,0.1451,0.99674996,11523,3,,,,,,,BSCE Bisector
ESR9_119,25/01/2019,11:59,RHUL,Fossil fuel,Fossil fuel,1B,51.65773350,-0.02989030,W,5.36,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Brimsdown 2,Enfield,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-38.34,0.0026,1,1970,1,,,,,,,BSCE Bisector
ESR9_133,06/06/2019,12:55,RHUL,Fossil fuel,Fossil fuel,1B,51.48512700,0.15881087,SSW,5,EGLC,Natural Gas - leak,"Urban road, mobile inlet","Erith Road A206, next to sewar vent",Bexely,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-38.37,0.0066,1,231.5272703,0.438301999,,,,,,,BSCE Bisector
ESR9_118,25/01/2019,11:47,RHUL,Fossil fuel,Fossil fuel,1B,51.65756120,-0.02396280,W,5.36,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Brimsdown 1,Enfield,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-38.42,0.0074,1,798,0,,,,,,,BSCE Bisector
ESR9_50,26/03/2019,17:19,RHUL,Fossil fuel,Fossil fuel,1B,51.64450000,-3.96240000,WNW,5.36,EGFF,Natural Gas - leak,"Urban residential road, mobile inlet",Clwyd Road,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Urban residential road,IRMS,RHUL,3,-38.46,0.3192,0.994209801,2298,1,,,,,,,BSCE Bisector
ESR9_100,28/11/2018,12:15,RHUL,Fossil fuel,Fossil fuel,1B,51.46033371,-0.33275769,SW,7.15,nan,Natural Gas - leak,"Urban road, mobile inlet",Mogen Ln & Briar Cl,Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-38.65,0.0060,0.99995338,869,1,,,,,,,BSCE Bisector
ESR9_47,07/03/2019,14:28,RHUL,Fossil fuel,Fossil fuel,1B,48.88634700,2.39249830,WSW,9.8,iPhone,Natural Gas - leak,"Urban pavement gas utility cover, on foot",Rue Petite,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,very close to small gas cover on pavement,IRMS,RHUL,2,-38.65,0.0003,1,908.4114869,0.000603217,,,,,,,BSCE Bisector
ESR9_79,07/11/2018,13:13,RHUL,Fossil fuel,Fossil fuel,1B,51.43373440,-0.57578030,SSW,7.15,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Englefield Green-Green,Egham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-38.70,0.1993,1,51,1,,,,,,,BSCE Bisector
ESR9_52,27/03/2019,09:48,RHUL,Fossil fuel,Fossil fuel,1B,51.62450000,-4.03020000,WSW,4.02,EGFF,Natural Gas - leak,"Urban residential road, mobile inlet",Highland Terrace,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,NG Infrastructure_ Gas Govenor,IRMS,RHUL,2,-38.72,0.0033,1,262,1,,,,,,,BSCE Bisector
ESR9_54,27/03/2019,11:42,RHUL,Fossil fuel,Fossil fuel,1B,51.64630000,-3.99450000,W,5.36,EGFF,Natural Gas - leak,"Urban residential road, mobile inlet",Bruce Road,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Urban residential road,IRMS,RHUL,2,-38.96,0.0019,1,1074,1,,,,,,,BSCE Bisector
ESR9_63,03/05/2018,11:42,RHUL,Fossil fuel,Fossil fuel,1B,51.38226720,-0.13634500,SSW,3.13,EGMC,Natural Gas - leak,"Urban road, mobile inlet",Beddington Lane,Sutton,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.03,0.0017,1,1108,0,,,,,,,BSCE Bisector
ESR9_129,28/03/2019,16:46,RHUL,Fossil fuel,Fossil fuel,1B,51.48277020,-0.12490780,SE,1.34,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Miles Street,Lambeth,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.03,0.0980,1,113,1,,,,,,,BSCE Bisector
ESR9_75,25/10/2018,15:28,RHUL,Fossil fuel,Fossil fuel,1B,51.50606970,-0.24617180,W,5.36,EGLL,Natural Gas - leak,"Urban road, mobile inlet",St Elmo Road,Ealing,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.21,0.2132,1,184,0,,,,,,,BSCE Bisector
ESR9_76,25/10/2018,15:30,RHUL,Fossil fuel,Fossil fuel,1B,51.50649720,-0.24719920,W,5.36,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Davis Road,Ealing,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.27,0.0026,1,724,1,,,,,,,BSCE Bisector
ESR9_121,29/01/2019,12:18,RHUL,Fossil fuel,Fossil fuel,1B,51.41510000,-0.17827700,S,2.68,EGLL,Natural Gas - leak,"Urban road, mobile inlet",A24 Christ Church Road,Merton,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.29,0.0080,1,382,0,,,,,,,BSCE Bisector
ESR7_40,22/01/2019,12:15:12,RHUL,Fossil fuel,Fossil fuel,1B,52.49482,-1.86827,SW,1.5,nan,Natural Gas - Gulf Gas Station leak ,"Urban road, mobile inlet",Birmingham,Northampton,England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-39.3,1.06,0.9999,1512.25,0.0005,,,,,,,BSCE Bisector
ESR9_69,26/08/2018,11:14,RHUL,Fossil fuel,Fossil fuel,1B,51.51419000,-0.42538760,S,4.47,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Botwell Lane and Willenhall Drive (Gas Leak),Hillingdon,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.33,0.0011,1,7740,1,,,,,,,BSCE Bisector
ESR9_131,09/04/2019,14:17,RHUL,Fossil fuel,Fossil fuel,1B,51.42621770,-0.07602240,E,2.68,EGLC,Natural Gas - leak,"Urban road, mobile inlet",College Road,Southwark,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.33,0.0259,1,327,0,,,,,,,BSCE Bisector
ESR9_51,26/03/2019,17:56,RHUL,Fossil fuel,Fossil fuel,1B,51.61010000,-3.97160000,WNW,5.81,EGFF,Natural Gas - leak,"Urban residential road, mobile inlet",Mumbles Road A4067,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,"Urban residential road, near swansea bay",IRMS,RHUL,2,-39.37,0.0187,1,380,1,,,,,,,BSCE Bisector
ESR9_116,13/12/2018,16:52,RHUL,Fossil fuel,Fossil fuel,1B,51.57707770,-0.23489500,E,3.13,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Park Road,Barnet,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.44,0.0003,1,2268,4,,,,,,,BSCE Bisector
RHUL_FY_,3,Mixed,RHUL,Fossil Fuel,Fossil fuel,1B2b5,53.76467,-3.01647,nan,nan,nan,Gas Leak,"Mobile inlet, car",Peg's Lane - rural road - multiple gas leaks along 1 km,St Annes,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-39.44,0.83,1.00,642,0.00163,,,,,,,Excel (Miller-Tans)
ESR9_56,27/03/2019,11:50,RHUL,Fossil fuel,Fossil fuel,1B,51.64530000,-3.98300000,W,5.36,EGFF,Natural Gas - leak,"Urban residential road, mobile inlet",Kings Way,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Entering residential area,IRMS,RHUL,2,-39.55,0.0003,1,985,1,,,,,,,BSCE Bisector
RHUL_SWC_3,23/11/2017,15:19,RHUL,Fossil Fuel,Fossil fuel,1B1a2i,51.73277,-3.64881,W,6.7,Swansea,Active open cut coal,"Mobile inlet, car","Rural road, downwind plume",Bryncwm,South Wales,United Kingdom,Europe,RHUL SWC,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-39.6,,nan,477,0.00163,,,,,,,Excel
RHUL_KM_,4,Mixed,RHUL,Fossil Fuel,Fossil fuel,1B2b5,54.20600,-0.79800,nan,nan,nan,Gas Leak,"Mobile inlet, car",Kirby Misperton gas leak,Kirby Misperton,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,8,-39.76,0.14,1.00,5183,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_NN_1,27/02/2019,12:50,RHUL,Fossil Fuel,Fossil fuel,1B2b5,53.43525,1.01469,WSW-W,2.2,Doncaster,Gas pipe leak,"Mobile inlet, car","Urban road, downwind plume",Bawtry,East England,United Kingdom,Europe,RHUL_NN,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-39.9,,nan,1101,0.00163,,,,,,,Excel
RHUL_FY_,2,Mixed,RHUL,Fossil Fuel,Fossil fuel,1B2b5,53.75883,-2.95552,nan,nan,nan,Gas Governor,"Mobile inlet, car",St. Annes North - downwind plume from green gas governor hut,Lytham,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,2,-39.93,NA,1.00,5100,0.00163,,,,,,,Excel (Miller-Tans)
ESR9_74,25/10/2018,13:40,RHUL,Fossil fuel,Fossil fuel,1B,51.52658030,-0.26497080,S,2.24,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Gorst Road,Ealing,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-39.96,0.0107,1,214,0,,,,,,,BSCE Bisector
ESR9_152,06/12/2019,14:38,RHUL,Fossil fuel,Fossil fuel,1B2,52.72422200,0.16272200,NNE,4.0,EGNJ,Natural Gas - leak,"Mobile inlet, car",Wisbech compressor - Catling's Lane,Wisbech,Cambridgeshire England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-39.96,0.0910,1,753.1980197,0.000350267,,,,,,,BSCE Bisector
RHUL_FY_,5,Mixed,RHUL,Fossil Fuel,Fossil fuel,1B2b5,53.78632,-2.92503,nan,nan,nan,Gas Leak,"Mobile inlet, car",Crossroads Preston New Road - Plumpton Lane,Little Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,7,-40.06,0.40,1.00,2159,0.00163,,,,,,,Excel (Miller-Tans)
ESR9_77,26/10/2018,11:26,RHUL,Fossil fuel,Fossil fuel,1B,51.60429000,0.38284000,WNW,5.81,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Bus stop (Uxbridge road),Harrow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.07,0.0018,1,752,0,,,,,,,BSCE Bisector
ESR9_26,08/11/2018,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B,53.54829700,9.97353600,S,nan,nan,Natural Gas - leak,nan,Neumayerstrasse,Hamburg,Hamburg,Germany,Europe,Hamburg,SKC Flexfoil bags,"UU collection, RHUL measurements",IRMS,RHUL,3,-40.09,0.0111,0.9996,82.10065334,0.349379215,,,,,,,BSCE Bisector
RHUL_NN_4,27/02/2019,17:32-17:39,RHUL,Fossil Fuel,Fossil fuel,1B2b5,53.47933,1.09194,WSW-W,2.5,Doncaster,"Natural gas leak, new housing","Mobile inlet, car","Urban road, downwind plume",Rossington,East England,United Kingdom,Europe,RHUL_NN,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-40.2,,1,1888,0.00163,,,,,,,Excel
ESR9_85,21/11/2018,12:50,RHUL,Fossil fuel,Fossil fuel,1B,51.50315080,0.29412020,SE,nan,nan,Natural Gas - leak,"Urban road, mobile inlet",South Road,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.21,0.0184,1,310,0,,,,,,,BSCE Bisector
ESR9_55,27/03/2019,11:48,RHUL,Fossil fuel,Fossil fuel,1B,51.64503900,-3.98659800,W,5.36,EGFF,Natural Gas - leak,"Urban Industrial park road, mobile inlet",Queens Way,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Industrial park entrance,IRMS,RHUL,2,-40.27,0.0007,1,4198,1,,,,,,,BSCE Bisector
ESR9_70,26/08/2018,13:53,RHUL,Fossil fuel,Fossil fuel,1B,51.60644230,-0.42690430,S,6.26,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Cadent (Gas Leak),Hillingdon,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.33,0.0009,1,12031,1,,,,,,,BSCE Bisector
ESR9_28,08/11/2018,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B,53.63921000,10.04057400,W,nan,nan,Natural Gas - leak,nan,Distelweg,Hamburg,Hamburg,Germany,Europe,Hamburg,SKC Flexfoil bags,"UU collection, RHUL measurements",IRMS,RHUL,3,-40.35,0.0151,0.9932,447.4672105,0.811126176,,,,,,,BSCE Bisector
ESR9_107,03/12/2018,10:46,RHUL,Fossil fuel,Fossil fuel,1B,51.46367600,-0.37697000,WSW,8.94,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Newcombe gardens & wellington st,Richmond Kingston,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.41,0.0001,1,3160,0,,,,,,,BSCE Bisector
ESR9_144,23/10/2019,10:45,RHUL,Fossil fuel,Fossil fuel,1B,51.51534050,0.06749510,ENE,10,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Windsor Terrace North,Newham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.45,0.0007,1,716.7927687,0.546412657,,,,,,,BSCE Bisector
ESR9_105,29/11/2018,12:13,RHUL,Fossil fuel,Fossil fuel,1B,51.42018600,-0.26759500,SW,10.28,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Warren Rd. & Warren Cutting,Richmond Kingston,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-40.46,0.0059,0.999983989,3828,1,,,,,,,BSCE Bisector
ESR9_120,29/01/2019,10:49,RHUL,Fossil fuel,Fossil fuel,1B,51.43789100,-0.21368900,S,3.13,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Wimbledon,Merton,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.47,0.0029,1,813,1,,,,,,,BSCE Bisector
ESR9_145,23/10/2019,11:23,RHUL,Fossil fuel,Fossil fuel,1B,51.54183720,0.06247640,E,18,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Leigh Road,Newham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.51,0.0003,1,379.6590533,0.700718215,,,,,,,BSCE Bisector
ESR9_112,04/12/2018,13:48,RHUL,Fossil fuel,Fossil fuel,1B,51.55756200,-0.27536300,SSW,2.68,EGLL,Natural Gas - leak,"Urban road, mobile inlet",First way road,Brent,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-40.60,0.0528,0.991853875,756,1,,,,,,,BSCE Bisector
ESR9_68,26/08/2018,11:08,RHUL,Fossil fuel,Fossil fuel,1B,51.51334240,-0.42384800,S,4.47,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Compton Road (Gas Leak),Hillingdon,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-40.63,0.0080,1,720,0,,,,,,,BSCE Bisector
ESR7_55,19/03/2019,14:15:26,RHUL,Fossil fuel,Fossil fuel,1B,52.3635,-1.98718,WSW,2,nan,Natural Gas - leak ,"Urban road, mobile inlet",Birmingham,Northampton,England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,4,-40.63,0.53,0.9763,876.62,0.00064,,,,,,,BSCE Bisector
